Married,Credit.Guidelines,Other.Obligations. As.Percent. Of. Income,Non-Hispanic White,Non-Hispanic Black,Hispanic,Male,Approved,Present Loan to Value
1,1,24.2,1,0,0,1,1,0.9026549
1,1,32.4,1,0,0,1,0,0.7575758
1,1,26,1,0,0,1,1,0.8947368
1,1,20,1,0,0,0,1,0.6870229
1,1,26.8,1,0,0,1,1,0.9054054
1,0,28,0,1,0,1,0,0.7527472
0,1,36,1,0,0,0,1,0.6460177
1,1,16.9,1,0,0,1,1,0.8
1,1,33,1,0,0,0,1,0.7111111
1,0,37,0,1,0,1,1,0.8
1,1,10,1,0,0,1,1,0.8
1,1,35.5,1,0,0,1,1,0.6875
1,1,32,1,0,0,1,1,0.8010471
0,1,18,1,0,0,0,1,0.3625
1,1,42,1,0,0,1,1,0.75
1,1,27,1,0,0,1,1,0.8035714
0,0,32,1,0,0,1,1,0.7984791
0,1,27,1,0,0,1,1,0.676259
1,1,38,1,0,0,1,1,0.5873016
0,0,38,1,0,0,0,0,0.85
0,1,30.4,1,0,0,1,0,0.9240506
1,1,39.2,1,0,0,1,1,0.9
0,1,26,1,0,0,1,1,0.8904762
1,1,16,1,0,0,1,1,0.8
0,1,24,1,0,0,1,1,0.8
1,1,29,1,0,0,1,1,0.5940594
0,0,40,1,0,0,1,1,1
1,1,28,1,0,0,1,1,0.6837607
0,1,31.4,1,0,0,1,1,0.5588235
1,1,31,1,0,1,1,0,0.8033708
0,1,34,1,0,0,1,1,0.6703911
0,1,31,0,1,0,1,1,0.8540146
1,1,38,1,0,0,1,1,0.8068182
0,1,33,1,0,0,0,1,0.6818182
1,1,36,1,0,0,1,1,0.8888889
1,1,36,1,0,0,0,1,0.9550562
0,1,17.4,1,0,0,1,1,0.4308756
0,1,31,1,0,0,1,0,0.8235294
1,1,39,1,0,0,1,1,0.5348837
1,1,36,1,0,0,1,1,0.8633093
1,1,20,1,0,0,1,1,0.4093567
0,0,38,1,0,1,1,1,0.904
1,1,33.8,1,0,0,1,1,0.9028571
1,1,19,1,0,0,1,1,0.7545455
1,1,22.5,1,0,0,1,1,0.8571429
1,1,36,1,0,0,1,1,0.902439
1,1,33.8,1,0,0,1,0,0.9
0,1,42,1,0,0,1,1,0.8019324
1,1,14,1,0,0,1,1,0.3496504
0,1,30.7,1,0,0,1,1,0.6275168
1,1,32,1,0,0,0,1,0.6907895
0,1,38.9,1,0,1,1,1,0.8
1,1,29,1,0,0,1,1,0.9
1,1,38,1,0,0,1,1,0.902439
1,1,34,1,0,0,1,1,0.6870229
1,1,35,1,0,0,1,1,0.8068669
0,1,16,1,0,0,0,1,0.3358209
0,1,19,1,0,0,0,1,0.7973856
0,1,36,1,0,0,0,1,0.6887755
1,1,21,1,0,0,1,1,0.6
1,1,11,1,0,0,1,1,0.8
0,1,35,1,0,0,1,1,0.7515152
0,1,30.4,1,0,0,1,1,0.8
0,1,30,1,0,0,1,1,0.8
0,1,38,1,0,0,1,1,0.7475728
0,1,32,1,0,0,1,0,1
1,1,25,1,0,0,1,1,0.6448276
0,1,33.7,1,0,0,1,1,0.8983051
0,1,38,0,1,0,1,1,0.6111111
0,1,32.9,1,0,0,1,1,0.9076923
1,1,32,1,0,0,1,1,0.7974684
0,1,7,1,0,0,0,1,0.5121951
0,1,36,1,0,0,1,1,0.8355263
0,1,26,1,0,0,1,1,0.8
1,0,24.7,1,0,0,1,0,0.7973568
0,1,48,1,0,0,0,1,0.5238096
1,1,27.7,1,0,0,1,1,0.8
1,1,37,1,0,1,1,1,0.8
1,1,31,1,0,0,1,1,0.6815287
1,1,36,1,0,0,1,1,0.8404256
0,1,34,1,0,0,1,1,0.8993576
0,1,34,0,1,0,1,0,0.8
1,1,24,0,1,0,1,1,0.8
1,1,38,1,0,0,1,1,0.8
0,1,34,0,1,0,0,1,0.896
1,1,24,1,0,0,1,0,0.6666667
1,0,27,1,0,0,1,1,0.7740113
1,1,39,1,0,0,1,1,0.8928571
1,1,51.8,1,0,0,1,1,0.8
1,1,32,1,0,0,1,1,0.6126296
1,1,34,1,0,0,1,1,0.5405405
1,1,32,1,0,0,1,0,0.7196262
0,1,78,1,0,0,0,1,0.9
1,1,41,1,0,0,1,1,0.9
1,1,34,1,0,0,1,1,0.7986111
1,0,37,0,1,0,1,0,0.948718
1,1,34,1,0,0,1,1,1
1,1,24,1,0,0,0,1,0.7333333
0,1,35,1,0,0,0,1,0.75
1,0,32,1,0,0,1,0,0.6848485
0,1,15.5,1,0,0,1,1,0.8
1,1,27,1,0,0,1,1,0.8438818
1,1,8,1,0,0,1,1,0.7826087
1,1,32,1,0,0,1,1,0.8
0,1,34.7,1,0,0,0,1,0.9007092
1,1,30,1,0,0,1,1,1
1,1,30,1,0,0,1,1,0.5
0,1,27,1,0,0,1,1,0.7545455
1,1,33,1,0,0,1,1,0.802139
1,1,35.5,1,0,0,1,1,0.5555556
1,1,36,1,0,0,1,1,0.5940594
1,1,32,1,0,0,1,1,0.7761194
1,1,33.6,1,0,0,1,1,0.7989131
1,1,35,1,0,0,1,1,0.8
1,1,36,1,0,0,1,0,0.9473684
0,1,14.6,1,0,0,1,1,0.7682119
1,1,24,1,0,0,1,1,0.5287009
1,1,38,1,0,0,1,0,0.934375
1,1,19,1,0,0,1,1,0.4888268
0,1,29.5,1,0,0,1,1,0.8974359
1,1,35.2,0,1,0,1,1,0.8
1,1,35,1,0,0,1,1,1.478261
1,1,25,1,0,0,1,1,0.8412699
0,1,25,1,0,0,1,1,0.6647059
1,1,34,1,0,0,1,1,0.7419355
1,1,36,1,0,0,1,1,0.8
1,1,36,1,0,0,1,1,0.7786885
1,1,39,1,0,1,1,1,0.9022557
1,1,32.3,1,0,0,1,1,0.75
1,1,23,1,0,0,1,1,0.5
0,1,33.6,1,0,0,1,1,0.9028571
0,1,39,1,0,0,0,0,0.9756098
1,1,29,1,0,0,1,1,0.5882353
1,1,27.6,1,0,0,1,1,0.7555556
1,1,32,1,0,0,1,1,0.9485638
0,1,37.1,1,0,0,1,1,0.899654
0,1,31,0,1,0,0,1,0.7246377
1,1,19,0,1,0,1,1,0.7972973
1,1,23,1,0,0,1,1,0.893617
0,1,35.6,1,0,0,0,1,0.6474397
1,1,28,0,1,0,1,1,0.9230769
0,1,18,1,0,0,1,1,0.9035088
1,1,49,1,0,1,1,1,0.5629139
1,1,28,1,0,0,1,1,0.6395349
1,1,29,1,0,0,1,1,0.6835443
0,0,37.8,1,0,0,1,0,0.8008075
1,1,42,1,0,0,1,0,0.8
1,1,46.8,1,0,0,1,1,0.8988764
0,1,32.4,1,0,0,0,1,0.8
1,0,26,1,0,0,1,0,0.9056604
0,1,39.1,0,1,0,0,1,0.8
1,1,24,1,0,0,1,1,0.2631579
1,1,41,1,0,1,1,1,0.8923077
0,1,23,0,1,0,1,1,0.9565217
1,1,38,1,0,0,1,0,0.5629139
0,1,38,1,0,0,0,1,0.8982036
1,1,43,1,0,0,1,1,0.6423174
0,1,31,1,0,0,0,1,0.5076142
1,1,42.2,1,0,0,1,1,0.7093023
0,1,37,1,0,0,0,1,0.8967742
1,1,36,0,1,0,1,1,0.8
0,1,47,1,0,0,0,1,0.3793103
1,1,33,1,0,0,1,1,0.8
1,1,35,1,0,0,1,1,0.7752809
1,1,37,1,0,0,1,1,1.3
1,1,31.5,1,0,0,1,1,0.8571429
0,1,31,1,0,0,1,1,0.75
1,1,25,0,1,0,1,1,0.6382979
1,1,12.6,0,1,0,0,1,0.2727273
1,1,36,0,1,0,1,1,1.473684
1,1,38.1,0,1,0,1,1,0.9032258
1,1,21,1,0,0,1,1,0.1454545
1,1,27.2,1,0,0,1,1,0.6666667
0,1,41,1,0,0,1,0,0.9387755
1,1,19,1,0,0,1,1,0.4117647
0,1,41,1,0,0,1,0,0.6470588
1,1,28,1,0,0,1,1,0.8857143
0,0,33,1,0,0,1,0,0.3396226
1,1,38,1,0,0,1,1,0.7972973
1,1,29,1,0,0,1,1,0.9219858
0,1,19,1,0,0,1,1,0.9
1,1,24,1,0,0,1,1,0.7987013
0,1,37.2,1,0,0,1,1,0.9020408
1,1,32,1,0,0,1,1,1
1,1,18,1,0,0,1,1,0.896
1,1,34,1,0,0,1,1,0.8035714
1,1,24,1,0,0,1,1,0.8
0,1,46,0,1,0,1,1,0.796
1,1,31,1,0,0,0,1,0.9520548
1,1,31.2,1,0,0,0,1,0.7611111
1,1,31,1,0,1,1,1,0.9259259
1,1,40,1,0,0,1,1,0.9222222
1,1,27,1,0,0,1,1,1
1,1,26.4,1,0,0,1,1,0.8
1,0,35.2,0,1,0,1,0,0.8978102
0,1,26,1,0,0,0,0,0.5625
1,1,37,1,0,0,1,1,0.90625
1,1,30,1,0,0,1,1,0.9090909
1,1,18.4,1,0,0,1,1,0.8032787
0,1,37.4,1,0,0,1,1,0.9491525
0,1,34.8,1,0,0,1,1,0.9003752
0,1,36,1,0,0,1,0,0.904
1,1,33,1,0,1,1,1,0.5510204
0,0,33.2,1,0,0,1,0,0.540458
1,1,24,1,0,0,1,1,0.7980769
0,1,34,1,0,0,0,1,0.9481132
1,1,47,1,0,0,1,1,0.6969697
0,1,31,1,0,0,1,1,0.6528497
0,0,26,1,0,0,1,0,0.9545454
1,1,35,1,0,1,1,1,0.8007968
1,1,28,0,1,0,1,1,0.738255
1,1,29,1,0,0,1,1,0.7172414
1,0,41.2,0,1,0,1,0,1.000676
1,1,41,1,0,0,1,0,0.9
1,1,32,1,0,0,1,0,0.8
1,1,32,1,0,0,1,1,0.8
0,1,83,1,0,0,1,1,0.7285714
1,1,28.9,0,1,0,0,1,0.8019093
1,1,19,1,0,0,1,0,0.7531645
1,1,20,1,0,0,1,1,0.7931035
1,1,44,1,0,0,1,1,0.8
1,1,20.1,1,0,1,1,0,0.875
1,1,55,1,0,0,1,1,0.5747126
1,0,33,1,0,1,1,0,0.8125
1,1,26.4,1,0,0,1,1,0.7966102
1,1,39,1,0,0,1,1,0.9473684
1,1,42.1,1,0,0,1,1,0.7716535
0,1,34,1,0,0,1,1,0.801282
1,1,31,1,0,0,1,1,0.952381
0,1,19.3,1,0,0,0,1,0.6770601
0,1,10,1,0,0,0,1,0.7142857
0,1,38.8,1,0,1,1,1,0.8073394
1,1,32.8,1,0,0,0,1,0.9511111
1,1,34,1,0,0,1,1,0.9202454
0,1,44,1,0,0,1,1,0.8
0,1,36,1,0,0,1,1,0.6
1,1,35.4,1,0,0,1,1,0.7916667
0,1,29.6,0,1,0,1,1,0.9016949
0,1,27,1,0,0,1,1,0.7403315
1,1,33,1,0,0,1,1,0.9084967
1,1,16,0,1,0,1,0,0.5166667
0,1,20,1,0,0,0,0,0.8010681
0,1,29,1,0,0,0,1,0.8
0,1,33,1,0,0,1,1,0.8
0,1,13,1,0,0,1,1,0.5
1,1,36,1,0,0,1,1,0.8988096
0,1,32,1,0,0,0,1,0.8
1,1,36.6,1,0,0,1,1,0.7978724
1,1,30.5,1,0,1,1,1,0.9975994
1,1,36.1,1,0,0,1,1,0.8785715
0,1,37,1,0,0,1,1,0.719697
1,1,37,1,0,0,1,1,0.7526316
1,1,35,1,0,0,1,1,0.7582939
1,1,43,1,0,1,1,1,0.8881579
1,1,30,1,0,0,1,1,0.6428571
1,1,36,1,0,0,1,1,0.7142857
1,1,31,1,0,0,1,1,0.8565574
1,1,36,1,0,0,0,1,0.8989899
1,1,27,1,0,0,1,1,0.3409091
1,1,29,1,0,0,1,1,0.7032258
1,1,28,1,0,0,0,1,0.7142857
1,1,17,1,0,1,1,1,0.3119266
1,1,31,1,0,0,1,1,0.7974684
1,1,29,1,0,0,1,1,0.5
0,0,34.2,0,1,0,1,0,0.7692308
1,1,29,1,0,0,1,1,0.8
1,1,29,1,0,0,0,1,0.376569
0,1,34.2,1,0,0,1,1,0.9
0,0,17.6,1,0,0,1,0,0.7752301
0,1,37,1,0,0,0,1,0.7506255
0,1,34.1,1,0,0,0,1,0.8998435
1,1,37,1,0,0,1,1,0.7982833
1,1,28.3,1,0,0,1,1,0.5959596
1,1,39,1,0,1,1,1,0.9
1,1,25.8,1,0,0,1,1,0.8
0,1,24,1,0,1,0,1,1.833333
0,1,30.3,1,0,0,0,1,0.9545454
1,1,33,1,0,0,1,1,0.8
0,1,26,1,0,0,1,1,0.9951846
0,1,37,1,0,0,1,1,0.8
1,1,32,1,0,0,1,0,0.9028571
0,0,29,1,0,1,1,0,0.7471265
0,1,32,1,0,0,1,1,0.85
0,1,29,1,0,0,0,0,0.9444444
1,1,39.5,1,0,0,1,1,0.7466667
1,1,40,1,0,0,0,1,1.114286
0,1,38,1,0,0,0,1,0.7211539
1,1,25,1,0,0,1,1,0.8709677
1,1,26,1,0,0,1,1,0.5555556
0,1,36,1,0,0,0,1,0.8
1,1,24,1,0,0,1,1,0.7984496
0,0,44,0,1,0,1,0,0.5
1,1,7,1,0,1,0,1,0.7798165
0,1,31.4,1,0,0,1,1,0.9521142
1,1,36,1,0,0,1,1,0.8018018
0,1,47,1,0,0,0,1,0.9
1,0,35,0,1,0,1,0,0.8
1,1,43.9,1,0,1,1,1,0.8017621
1,1,25.3,1,0,0,1,1,0.7
1,1,34.6,1,0,0,1,1,0.8
0,1,37,1,0,1,1,1,0.5813008
1,1,39,1,0,0,1,1,0.9055118
0,1,36,1,0,0,1,1,0.6591337
0,0,39.2,0,1,0,0,1,0.9022557
1,1,35.3,1,0,0,1,1,0.6666667
1,1,42,1,0,0,1,1,0.8311111
1,1,34.1,0,1,0,1,1,0.9025974
1,1,36,1,0,0,1,1,0.6486486
1,0,38.8,0,1,0,0,0,0.9007092
0,1,25,1,0,0,1,1,0.6710526
1,1,28,1,0,0,1,1,0.797619
1,1,38,1,0,0,1,1,1.289474
1,1,29,1,0,0,0,1,0.9047619
0,1,36,1,0,0,0,1,0.9246575
0,1,35,1,0,0,1,1,0.9
1,1,29.4,1,0,0,1,1,0.7944444
0,1,36.9,1,0,0,1,1,0.7945206
1,1,35.6,1,0,0,0,0,0.7962963
1,1,18,1,0,0,1,1,1.003521
0,1,33,1,0,0,0,1,0.4680851
1,1,28.7,1,0,0,1,1,0.7966102
1,1,20,0,1,0,1,0,1
1,0,39,1,0,1,1,0,0.8005115
0,1,30.8,1,0,0,0,1,0.8
0,1,30,1,0,0,0,1,0.5294118
1,1,37.8,1,0,0,1,1,0.8988096
0,1,31,1,0,0,0,1,0.7209302
0,1,28,1,0,0,1,1,0.76
1,1,35,1,0,0,1,1,1
1,1,32,1,0,1,1,1,0.9518072
1,1,31.7,1,0,0,1,1,0.9
1,1,32.8,1,0,0,1,1,0.8029197
0,1,43.1,1,0,0,0,1,0.6719368
1,1,30,1,0,0,1,1,0.904
0,1,41.3,1,0,0,0,1,1.094118
1,1,34,1,0,0,1,1,0.8016529
0,1,46.1,0,1,0,1,1,0.7982456
0,0,47,1,0,0,1,1,0.6510791
1,1,36,1,0,0,1,1,0.76
1,1,24.3,1,0,0,1,1,0.5867769
1,1,33,1,0,0,1,1,0.5227273
0,1,30,1,0,0,1,1,0.8
1,1,29,1,0,0,1,1,0.6363636
1,1,36,1,0,0,1,1,0.6310679
0,1,37,1,0,0,1,1,0.8516129
1,1,35,0,1,0,1,1,0.6745283
0,1,32,1,0,0,0,1,0.9
0,1,32.1,1,0,0,1,0,0.8
0,1,38,1,0,0,1,1,0.7865168
0,1,47,1,0,0,0,1,0.75
0,1,31.7,1,0,1,0,1,0.7486033
0,0,38.2,0,1,0,0,0,0.7991266
1,0,32.3,1,0,0,1,0,0.7477477
0,1,31,1,0,0,1,1,0.75
0,1,35,1,0,0,1,1,0.8604651
1,1,37,1,0,0,1,1,0.9014084
1,1,33,1,0,0,1,0,0.8989362
1,1,37,1,0,0,1,1,0.9021277
1,1,38,1,0,0,1,1,0.915493
0,1,35,1,0,0,0,1,0.8021978
1,1,38.9,1,0,0,1,1,0.6448598
0,1,37,1,0,0,1,1,0.93125
1,1,36,1,0,0,1,1,0.8
0,1,29,1,0,0,0,1,0.9
1,1,44,1,0,0,1,0,0.9043478
1,1,36,1,0,0,1,1,0.9482759
0,1,26.3,1,0,1,0,0,0.8
0,1,21,0,1,0,1,1,0.7894737
1,1,32,1,0,0,1,1,0.8809524
1,1,24,1,0,0,1,1,0.8988764
1,1,28.5,1,0,0,1,1,0.8163266
1,1,36,1,0,0,1,1,0.4705882
1,1,31,1,0,0,1,1,0.7
1,1,29,1,0,0,1,1,0.6764706
1,1,32.2,1,0,0,1,1,0.7928572
1,1,37,1,0,0,1,1,0.1493056
1,1,35,1,0,0,1,1,0.7466667
1,1,31,1,0,0,1,1,0.8972602
1,1,31,1,0,0,1,1,0.6857143
1,1,39.2,1,0,0,1,1,0.9558824
1,1,30,1,0,0,0,1,0.9478673
1,1,36,1,0,0,1,0,0.6494382
1,1,20,1,0,0,1,1,0.8545455
1,1,35,1,0,0,1,1,0.7
1,1,19.4,1,0,0,1,1,0.7934426
1,1,34,1,0,0,1,1,0.5833333
1,1,45.7,1,0,0,1,1,0.7566137
1,1,16.4,1,0,0,1,1,0.3240901
1,1,32,1,0,0,1,1,0.744186
1,1,8,1,0,0,1,1,0.7368421
1,1,18,1,0,0,1,1,0.3227031
0,1,35,1,0,0,1,1,0.7333333
1,1,24,1,0,0,1,1,0.7826087
1,1,33,1,0,0,1,1,0.9032258
1,1,48,1,0,0,1,1,0.8833333
0,1,30,1,0,0,1,1,0.8
0,1,37,1,0,0,1,1,0.801105
0,1,28.1,1,0,0,1,1,0.7268723
1,1,32,1,0,0,0,1,0.5641026
0,1,11.4,1,0,0,0,1,0.8031915
0,1,29,1,0,0,1,1,0.8
1,1,41,1,0,0,1,1,0.902439
1,1,33,1,0,1,1,1,0.2961276
1,1,51,1,0,0,1,1,0.8
0,1,34,0,1,0,1,1,0.9013158
1,1,33.4,1,0,0,1,1,0.8988764
1,1,38,1,0,0,1,0,0.8979592
1,1,35,1,0,0,1,1,0.9168361
0,1,20.6,0,1,0,0,1,0.5769231
1,1,34.5,1,0,0,1,1,0.9035088
1,1,33,1,0,0,1,1,0.6543779
0,1,38,1,0,0,0,1,0.7538462
1,1,26,1,0,0,1,1,0.9202127
1,1,34,1,0,0,1,1,0.6436782
1,1,30,0,1,0,1,1,0.9
1,1,19,1,0,0,1,1,0.3614458
0,1,34.3,1,0,0,0,1,0.9
1,1,35.2,1,0,0,1,1,0.6521739
1,1,50,1,0,0,0,1,0.9385475
1,1,32,1,0,0,1,1,0.6685714
0,1,57,1,0,0,1,0,0.8611111
1,1,38.1,1,0,0,1,1,0.7986111
1,1,27.6,1,0,0,0,1,1
1,0,37.5,1,0,0,1,1,0.8
0,0,38,1,0,0,1,1,0.6363636
1,0,24,0,1,0,1,0,0.8
1,0,39.9,0,1,0,1,1,0.3615385
1,1,13,1,0,0,1,1,0.703125
1,1,38.2,1,0,0,1,1,0.8
1,1,41,0,1,0,1,1,0.8
0,1,42,1,0,0,0,1,0.8
1,1,36.3,0,1,0,0,1,0.5400697
1,1,36.6,1,0,0,1,1,0.8
0,1,38,1,0,0,0,1,0.9192308
1,1,35,1,0,0,1,1,0.8
1,1,24.6,1,0,0,1,1,0.6976744
1,1,35,1,0,0,1,1,0.9013158
1,1,36.7,1,0,0,1,1,0.8
0,1,34,0,1,0,1,1,1
1,1,41.7,1,0,0,1,1,0.75
1,1,31,1,0,0,1,1,0.9014084
1,1,40.3,1,0,0,0,0,0.3939394
0,1,33.4,1,0,0,0,1,0.6
0,1,31,0,1,0,0,1,0.7739726
1,1,35.4,1,0,0,1,1,0.8228571
1,0,36,1,0,0,1,1,0.7846154
0,1,38.2,1,0,0,0,1,0.904
1,1,49,1,0,0,1,1,0.8
0,1,25,1,0,0,0,1,0.8026906
1,1,15.6,1,0,0,1,1,0.4980843
1,1,32.1,0,1,0,1,0,0.9452055
0,1,27,1,0,0,1,1,0.797546
0,1,32,1,0,0,1,1,0.7510204
1,0,30.8,1,0,0,1,0,0.8055556
0,1,36,0,1,0,1,1,0.8982301
1,1,36,1,0,0,1,1,0.8
1,1,34,1,0,0,1,1,0.6111111
1,1,33.8,1,0,0,1,1,0.9054054
0,1,38.9,1,0,0,1,1,0.9666666
1,1,35.8,1,0,0,1,1,0.7025641
1,1,31.4,1,0,0,1,1,0.9539749
1,1,22,1,0,0,1,1,0.9015151
1,1,21,1,0,0,1,1,0.75
1,1,29.7,1,0,0,1,1,0.9010239
1,1,28,1,0,0,1,1,0.6727273
1,1,31.7,1,0,0,1,1,0.608
1,1,34,1,0,0,1,1,0.7986111
0,0,39,1,0,1,0,0,0.9
0,1,33,1,0,0,0,1,0.6712329
1,1,36,0,1,0,1,0,0.8
0,1,31,1,0,0,0,0,0.8987342
1,1,27.8,1,0,0,0,1,0.3192182
0,1,39,1,0,1,0,1,0.8
1,1,19,1,0,0,1,1,0.6453901
0,1,38.4,1,0,0,0,1,0.9193549
1,1,17.8,1,0,0,1,1,0.6923077
0,1,20,1,0,0,1,1,0.7777778
1,1,43,1,0,0,1,1,0.8910891
1,1,30.3,1,0,0,1,1,0.516129
1,1,36,1,0,0,1,1,0.8333333
1,1,27.8,1,0,0,1,1,0.625
0,1,36.4,1,0,0,1,1,0.8
1,1,27,1,0,0,1,1,0.8
1,1,35.5,1,0,0,1,1,1.626263
1,0,28.8,0,1,0,1,0,0.6094421
1,1,38,1,0,0,1,1,0.9351351
1,1,35,1,0,0,1,1,0.7540984
0,1,26,1,0,0,1,1,0.7826087
1,1,32,1,0,0,1,1,0.9069768
1,1,31,0,1,0,1,1,0.752381
1,1,31.1,1,0,0,1,1,0.7317073
1,1,25,1,0,0,1,1,0.8
1,1,25.4,1,0,0,1,1,0.8823529
1,1,34,1,0,0,1,1,0.8978102
0,1,34.8,1,0,0,1,1,0.7957447
1,1,37,1,0,0,1,1,0.6493056
1,0,34.4,1,0,0,0,0,0.948718
1,1,27,1,0,0,0,1,0.8984771
0,1,31.3,1,0,0,0,1,0.5530974
0,1,35.9,1,0,0,1,1,0.8510638
1,1,32,1,0,0,1,1,0.95
0,1,34.7,1,0,0,0,1,0.5228216
1,1,25,1,0,0,1,1,0.8
1,1,22,1,0,0,1,1,0.8007279
0,1,38,1,0,0,1,1,0.9029851
1,1,35.9,1,0,1,1,0,0.8
0,1,39.9,1,0,0,0,1,0.4565217
1,1,40,1,0,0,1,1,0.8993056
1,1,28,1,0,1,0,1,0.8577982
1,1,57.7,1,0,0,1,1,0.8
1,1,36,1,0,1,1,1,0.8
1,1,28.2,1,0,0,1,1,0.5
1,0,28,1,0,0,1,0,0.6953642
1,1,45,1,0,0,1,1,0.7428572
1,1,39,1,0,0,1,1,0.8992248
0,1,23,1,0,0,0,1,0.8101266
1,1,38,1,0,0,1,1,0.4820513
0,1,28,1,0,0,0,1,0.7083333
0,1,40,1,0,0,0,1,0.9125
0,1,17,1,0,0,1,1,0.521327
1,1,31.9,1,0,1,1,1,0.8
0,1,37,1,0,0,0,1,0.6979167
0,0,30.6,1,0,0,1,0,0.64
1,1,25,0,1,0,1,1,0.8
1,1,34.5,1,0,0,1,1,0.601227
1,1,42,1,0,0,0,1,0.6545454
1,1,27.6,1,0,0,1,1,0.75
1,1,20,0,1,0,1,1,0.9
1,1,29.2,1,0,0,1,1,0.8928571
1,1,14,1,0,0,1,1,1
0,1,39,1,0,0,1,1,0.8
1,1,33,1,0,0,1,1,0.8019802
1,1,30.4,1,0,0,1,1,0.6666667
1,1,19.2,1,0,0,1,1,0.8970588
0,1,31.1,1,0,0,1,1,0.8026316
0,1,36,1,0,0,1,1,0.7246377
1,1,39,1,0,0,1,1,0.801282
1,1,30.1,1,0,0,1,1,0.3197674
1,1,48,1,0,0,1,1,0.8
1,1,38.9,1,0,0,1,1,0.8
1,1,29.3,1,0,0,1,1,0.8
0,1,32,1,0,0,1,1,0.8742857
0,0,69.2,1,0,0,1,0,0.7936508
0,1,31.5,1,0,0,0,1,0.9013158
1,1,35,1,0,0,1,1,0.8
1,1,20,1,0,0,1,0,0.7008086
1,1,30.4,1,0,1,1,1,0.6521739
1,1,35.1,1,0,1,1,1,0.9017544
0,1,19,1,0,0,0,1,0.8715596
1,1,29,1,0,1,1,1,1
1,1,36,1,0,0,1,1,0.8011364
1,1,28,1,0,0,1,1,0.7964072
0,1,37,1,0,0,1,1,0.7655503
1,1,36,1,0,0,1,1,0.9516129
0,1,45,1,0,0,0,1,0.5454546
1,1,39,1,0,0,1,1,0.8023256
1,1,27,0,1,0,1,1,0.7027993
1,1,39.4,1,0,0,1,1,0.744186
1,1,43,1,0,0,1,1,0.7515152
0,0,25,1,0,0,1,0,0.5882353
0,1,0,1,0,0,0,1,0.6294964
0,1,23,1,0,0,0,1,0.7450981
1,1,29.2,1,0,0,1,1,0.9021277
0,1,26.3,1,0,0,0,1,0.9
1,1,12,1,0,0,1,1,1
1,1,42.5,1,0,0,1,1,0.8
1,1,40,1,0,0,1,1,0.8050848
1,1,45,1,0,0,1,1,0.8031088
1,1,37,1,0,0,1,1,0.7132244
0,1,35.8,1,0,0,0,1,0.6875
0,1,28,1,0,0,0,1,0.7954546
1,1,29,1,0,0,1,1,0.7851239
0,1,22,1,0,0,1,1,0.8013937
1,1,17.5,1,0,0,1,1,0.7530982
1,1,36,1,0,0,1,1,0.5918368
0,1,42,1,0,0,1,1,0.8951613
0,1,31,1,0,0,1,1,0.953271
1,1,41,1,0,0,1,1,1.25
0,1,22,1,0,0,1,1,0.6476684
1,1,37.5,1,0,0,1,1,0.8029197
1,1,32.4,1,0,0,1,1,0.7692308
1,1,25,1,0,0,1,1,0.7407407
1,1,32,1,0,0,1,1,0.9557522
0,1,49,1,0,0,1,1,0.2037037
0,1,40,1,0,0,0,1,0.6401674
1,1,17.3,1,0,0,1,1,0.375
1,1,35,1,0,0,1,1,0.952
0,1,15,1,0,0,1,1,0.6779661
0,1,41,1,0,0,0,1,0.7236842
1,1,43,1,0,0,1,0,0.7514451
0,1,32.8,1,0,0,1,1,0.900474
1,1,27,1,0,0,1,1,0.8028169
0,1,14.4,1,0,0,1,1,0.8
1,1,37.4,1,0,0,1,1,0.5652174
1,1,35,1,0,0,1,1,0.7977528
0,1,35,1,0,0,0,1,0.6403941
1,0,39,1,0,0,1,0,0.8
1,1,14,1,0,0,1,1,1
1,1,34,1,0,1,1,1,0.4051282
1,1,40.5,1,0,0,1,1,0.8
1,1,26,1,0,0,1,1,1
0,1,37.6,1,0,0,1,1,0.8
1,1,34.9,1,0,0,1,1,0.2777778
1,1,36,1,0,0,1,1,0.6488889
0,1,25,1,0,0,0,1,0.7529412
0,1,30,1,0,0,0,1,0.5918368
0,1,27,1,0,0,0,0,0.8
0,1,30,0,1,0,0,1,1
0,1,39,1,0,0,1,1,0.9130435
0,0,36,1,0,0,0,0,0.9166667
0,1,28.7,0,1,0,0,1,0.9490446
0,1,35,1,0,0,1,1,0.692623
0,1,24.1,1,0,0,1,1,0.4
1,1,37,1,0,0,1,1,0.7962963
0,1,30,0,1,0,1,1,0.8
1,1,30.1,1,0,0,1,1,0.8
1,1,35,1,0,0,1,1,0.8
1,1,46.5,1,0,0,1,1,0.7311828
1,1,18,0,1,0,1,1,0.6962025
1,1,29,1,0,0,1,1,0.759804
1,1,24,1,0,0,1,1,0.7022472
0,1,33,1,0,0,1,1,0.8
1,1,26.6,1,0,0,1,1,0.7977528
1,1,30,1,0,0,1,1,0.8
0,1,37,1,0,0,1,1,0.9
1,1,26.6,1,0,0,1,1,0.5606061
0,1,31,1,0,0,1,1,0.7192308
1,1,40.1,1,0,0,1,1,0.8809524
1,1,39,1,0,0,1,1,0.9135802
1,1,30,1,0,0,1,1,0.7345679
0,0,30,0,1,0,0,0,0.9444444
0,1,35,0,1,0,0,1,0.9010989
0,1,30,1,0,0,1,1,0.6790124
1,1,28,1,0,0,1,1,0.8
