Married,Credit.Guidelines,Other.Obligations. As.Percent. Of. Income,Non-Hispanic White,Non-Hispanic Black,Hispanic,Male,Approved,Present Loan to Value
0,1,28.00%,1,0,0,0,0,90.00%
1,1,21.60%,1,0,0,1,1,52.00%
1,1,26.00%,1,0,0,1,0,90.00%
1,1,39.00%,1,0,0,1,1,50.80%
0,1,24.10%,1,0,0,0,1,72.60%
0,1,37.00%,1,0,0,0,1,90.30%
1,1,38.40%,1,0,0,1,1,100.00%
1,1,24.00%,1,0,1,0,1,89.70%
1,1,30.00%,1,0,0,1,1,60.40%
1,1,29.30%,0,1,0,1,1,80.00%
1,1,26.00%,1,0,0,1,1,88.20%
1,1,25.40%,0,1,0,1,1,95.00%
1,1,33.70%,1,0,0,1,1,95.30%
0,1,26.00%,1,0,0,1,1,58.60%
1,1,37.00%,1,0,0,1,1,95.40%
1,1,21.90%,1,0,0,1,1,58.20%
1,1,27.00%,1,0,0,1,1,80.00%
0,1,34.00%,1,0,0,1,1,95.20%
1,1,35.00%,1,0,0,1,1,79.90%
1,1,40.00%,1,0,1,1,0,40.10%
1,1,44.00%,1,0,0,1,1,68.80%
1,1,37.00%,1,0,0,0,1,79.80%
1,1,34.80%,0,1,0,1,1,80.00%
0,1,45.00%,0,1,0,0,0,90.00%
1,1,45.00%,1,0,0,1,1,69.70%
1,1,34.00%,1,0,0,1,1,90.20%
1,0,37.00%,1,0,0,1,0,83.30%
1,0,25.80%,1,0,0,1,1,80.00%
1,1,27.00%,1,0,0,1,1,80.30%
0,0,53.00%,0,1,0,0,0,77.00%
1,1,24.00%,1,0,0,1,1,89.80%
0,1,41.40%,1,0,0,0,1,79.90%
1,1,32.20%,1,0,0,1,1,80.00%
1,1,33.30%,1,0,0,1,1,80.00%
1,1,36.00%,1,0,0,1,1,80.20%
1,1,34.70%,1,0,0,1,1,70.00%
0,1,33.00%,1,0,0,1,1,77.80%
1,0,44.80%,0,1,0,1,0,91.80%
0,1,34.90%,1,0,0,0,1,90.90%
1,1,27.00%,1,0,0,1,1,73.50%
1,1,32.00%,1,0,0,0,1,43.80%
1,1,22.80%,1,0,0,1,1,29.20%
0,1,32.00%,1,0,0,1,1,80.20%
1,1,21.00%,1,0,0,1,1,38.10%
1,1,26.20%,1,0,0,1,1,90.80%
0,0,24.20%,1,0,0,1,0,90.30%
1,1,32.40%,1,0,0,1,1,75.80%
0,1,26.00%,1,0,0,0,1,89.50%
1,0,20.00%,1,0,0,1,0,68.70%
0,1,26.80%,1,0,0,1,0,90.50%
0,1,28.00%,1,0,0,0,1,75.30%
1,1,36.00%,1,0,0,1,1,64.60%
1,1,16.90%,1,0,0,1,0,80.00%
1,1,33.00%,1,0,0,1,1,71.10%
1,1,37.00%,1,0,0,0,1,80.00%
1,1,10.00%,1,0,0,1,1,80.00%
1,0,35.50%,0,1,0,1,0,68.80%
0,1,32.00%,1,0,0,0,1,80.10%
1,1,18.00%,1,0,0,1,1,36.30%
1,1,42.00%,1,0,0,0,1,75.00%
1,0,27.00%,0,1,0,1,1,80.40%
1,1,32.00%,1,0,0,1,1,79.80%
1,1,27.00%,1,0,0,1,1,67.60%
1,1,38.00%,1,0,0,1,1,58.70%
0,1,38.00%,1,0,0,0,1,85.00%
1,1,30.40%,1,0,0,1,1,92.40%
1,1,39.20%,1,0,0,1,1,90.00%
0,0,26.00%,1,0,0,1,1,89.00%
0,1,16.00%,1,0,0,1,1,80.00%
1,1,24.00%,1,0,0,1,1,80.00%
0,0,29.00%,1,0,0,0,0,59.40%
0,1,40.00%,1,0,0,1,0,100.00%
1,1,28.00%,1,0,0,1,1,68.40%
0,1,31.40%,1,0,0,1,1,55.90%
1,1,31.00%,1,0,0,1,1,80.30%
0,1,34.00%,1,0,0,1,1,67.00%
1,1,31.00%,1,0,0,1,1,85.40%
0,0,38.00%,1,0,0,1,1,80.70%
1,1,33.00%,1,0,0,1,1,68.20%
0,1,36.00%,1,0,0,1,1,88.90%
1,1,36.00%,1,0,1,1,0,95.50%
0,1,17.40%,1,0,0,1,1,43.10%
0,1,31.00%,0,1,0,1,1,82.40%
1,1,39.00%,1,0,0,1,1,53.50%
0,1,36.00%,1,0,0,0,1,86.30%
1,1,20.00%,1,0,0,1,1,40.90%
1,1,38.00%,1,0,0,0,1,90.40%
0,1,33.80%,1,0,0,1,1,90.30%
0,1,19.00%,1,0,0,1,0,75.50%
1,1,22.50%,1,0,0,1,1,85.70%
1,1,36.00%,1,0,0,1,1,90.20%
1,1,33.80%,1,0,0,1,1,90.00%
0,0,42.00%,1,0,1,1,1,80.20%
1,1,14.00%,1,0,0,1,1,35.00%
1,1,30.70%,1,0,0,1,1,62.80%
1,1,32.00%,1,0,0,1,1,69.10%
1,1,38.90%,1,0,0,1,1,80.00%
1,1,29.00%,1,0,0,1,0,90.00%
0,1,38.00%,1,0,0,1,1,90.20%
1,1,34.00%,1,0,0,1,1,68.70%
0,1,35.00%,1,0,0,1,1,80.70%
1,1,16.00%,1,0,0,0,1,33.60%
0,1,19.00%,1,0,1,1,1,79.70%
1,1,36.00%,1,0,0,1,1,68.90%
1,1,21.00%,1,0,0,1,1,60.00%
1,1,11.00%,1,0,0,1,1,80.00%
1,1,35.00%,1,0,0,1,1,75.20%
0,1,30.40%,1,0,0,0,1,80.00%
0,1,30.00%,1,0,0,0,1,80.00%
0,1,38.00%,1,0,0,0,1,74.80%
1,1,32.00%,1,0,0,1,1,100.00%
1,1,33.70%,1,0,0,1,1,89.80%
0,1,38.00%,1,0,0,1,1,61.10%
0,1,32.90%,1,0,0,1,1,90.80%
0,1,32.00%,1,0,0,1,1,79.70%
0,1,7.00%,1,0,0,1,1,51.20%
0,1,36.00%,1,0,0,1,0,83.60%
1,1,26.00%,1,0,0,1,1,80.00%
0,1,24.70%,1,0,0,1,1,79.70%
0,1,48.00%,0,1,0,1,1,52.40%
0,1,27.70%,1,0,0,1,1,80.00%
1,1,37.00%,1,0,0,1,1,80.00%
0,1,31.00%,1,0,0,0,1,68.20%
0,1,36.00%,1,0,0,1,1,84.00%
0,1,34.00%,1,0,0,1,1,89.90%
1,0,34.00%,1,0,0,1,0,80.00%
0,1,24.00%,1,0,0,0,1,80.00%
1,1,38.00%,1,0,0,1,1,80.00%
1,1,34.00%,1,0,1,1,1,89.60%
1,1,24.00%,1,0,0,1,1,66.70%
1,1,27.00%,1,0,0,1,1,77.40%
0,1,39.00%,1,0,0,1,1,89.30%
0,1,51.80%,0,1,0,1,0,80.00%
1,1,32.00%,0,1,0,1,1,61.30%
1,1,34.00%,1,0,0,1,1,54.10%
0,1,32.00%,0,1,0,0,1,72.00%
1,1,78.00%,1,0,0,1,0,90.00%
1,0,41.00%,1,0,0,1,1,90.00%
1,1,34.00%,1,0,0,1,1,79.90%
1,1,37.00%,1,0,0,1,1,94.90%
1,1,34.00%,1,0,0,1,1,100.00%
1,1,24.00%,1,0,0,1,1,73.30%
1,1,35.00%,1,0,0,1,0,75.00%
0,1,32.00%,1,0,0,0,1,68.50%
1,1,15.50%,1,0,0,1,1,80.00%
1,1,27.00%,1,0,0,1,1,84.40%
1,0,8.00%,0,1,0,1,0,78.30%
1,1,32.00%,1,0,0,1,1,80.00%
1,1,34.70%,1,0,0,0,1,90.10%
0,1,30.00%,1,0,0,0,1,100.00%
1,0,30.00%,1,0,0,1,0,50.00%
0,1,27.00%,1,0,0,1,1,75.50%
1,1,33.00%,1,0,0,1,1,80.20%
1,1,35.50%,1,0,0,1,1,55.60%
1,1,36.00%,1,0,0,1,1,59.40%
0,1,32.00%,1,0,0,0,1,77.60%
1,1,33.60%,1,0,0,1,1,79.90%
1,1,35.00%,1,0,0,1,1,80.00%
0,1,36.00%,1,0,0,1,1,94.70%
1,1,14.60%,1,0,0,1,1,76.80%
1,1,24.00%,1,0,0,1,1,52.90%
1,1,38.00%,1,0,0,1,1,93.40%
1,1,19.00%,1,0,0,1,1,48.90%
1,1,29.50%,1,0,0,1,1,89.70%
1,1,35.20%,1,0,0,1,1,80.00%
1,1,35.00%,1,0,0,1,0,147.80%
0,1,25.00%,1,0,0,1,1,84.10%
1,1,25.00%,1,0,0,1,1,66.50%
1,1,34.00%,1,0,0,1,0,74.20%
1,1,36.00%,1,0,0,1,1,80.00%
0,1,36.00%,1,0,0,1,1,77.90%
1,1,39.00%,0,1,0,1,1,90.20%
1,1,32.30%,1,0,0,1,1,75.00%
1,1,23.00%,1,0,0,1,1,50.00%
0,1,39.00%,1,0,0,1,1,97.60%
1,1,29.00%,1,0,0,1,1,58.80%
1,1,32.00%,1,0,0,1,1,94.90%
1,1,37.10%,1,0,0,1,1,90.00%
1,1,31.00%,1,0,1,1,1,72.50%
1,1,19.00%,1,0,0,1,1,79.70%
1,1,23.00%,1,0,0,1,1,89.40%
0,1,28.00%,1,0,0,1,1,92.30%
0,1,18.00%,1,0,0,0,0,90.40%
1,1,49.00%,1,0,0,1,1,56.30%
1,1,28.00%,1,0,0,1,1,64.00%
1,1,29.00%,1,0,0,1,1,68.40%
0,1,37.80%,1,0,0,1,1,80.10%
0,1,42.00%,0,1,0,0,1,80.00%
1,1,46.80%,0,1,0,1,1,89.90%
1,1,32.40%,1,0,0,1,1,80.00%
0,1,26.00%,1,0,0,0,1,90.60%
1,1,39.10%,0,1,0,1,1,80.00%
0,1,24.00%,1,0,0,1,1,26.30%
1,1,41.00%,1,0,1,1,1,89.20%
1,1,23.00%,1,0,0,1,1,95.70%
1,1,38.00%,1,0,0,1,1,56.30%
0,0,38.00%,1,0,0,1,0,89.80%
1,1,43.00%,1,0,0,1,0,64.20%
1,1,31.00%,1,0,0,1,1,50.80%
0,1,42.20%,1,0,0,0,1,70.90%
1,0,37.00%,1,0,0,1,0,89.70%
0,1,36.00%,0,1,0,0,1,80.00%
1,1,47.00%,1,0,0,1,1,37.90%
1,1,33.00%,1,0,1,1,1,80.00%
0,1,35.00%,0,1,0,1,1,77.50%
1,1,37.00%,1,0,0,1,0,130.00%
0,1,31.50%,1,0,0,0,1,85.70%
1,1,31.00%,1,0,0,1,1,75.00%
0,1,25.00%,1,0,0,0,1,63.80%
1,1,12.60%,1,0,0,1,1,27.30%
0,1,36.00%,1,0,0,0,1,147.40%
1,1,38.10%,0,1,0,1,1,90.30%
0,1,21.00%,1,0,0,0,1,14.50%
1,1,27.20%,1,0,0,1,1,66.70%
1,1,41.00%,1,0,0,1,1,93.90%
1,1,19.00%,1,0,0,1,1,41.20%
1,1,41.00%,1,0,0,1,1,64.70%
0,1,28.00%,1,0,0,1,1,88.60%
1,1,33.00%,0,1,0,1,1,34.00%
1,1,38.00%,0,1,0,0,1,79.70%
1,1,29.00%,0,1,0,1,1,92.20%
1,1,19.00%,0,1,0,1,1,90.00%
1,1,24.00%,1,0,0,1,1,79.90%
1,1,37.20%,1,0,0,1,1,90.20%
0,1,32.00%,1,0,0,1,0,100.00%
1,1,18.00%,1,0,0,1,1,89.60%
0,1,34.00%,1,0,0,1,0,80.40%
1,1,24.00%,1,0,0,1,1,80.00%
0,0,46.00%,1,0,0,1,0,79.60%
1,1,31.00%,1,0,0,1,1,95.20%
1,1,31.20%,1,0,0,1,1,76.10%
0,1,31.00%,1,0,0,1,1,92.60%
1,1,40.00%,1,0,0,1,1,92.20%
0,1,27.00%,1,0,0,1,1,100.00%
1,1,26.40%,1,0,0,1,1,80.00%
1,1,35.20%,1,0,0,1,1,89.80%
1,1,26.00%,1,0,0,1,1,56.30%
1,1,37.00%,1,0,0,1,1,90.60%
0,1,30.00%,0,1,0,1,1,90.90%
1,1,18.40%,1,0,0,0,1,80.30%
1,1,37.40%,1,0,0,0,1,94.90%
1,1,34.80%,1,0,1,1,1,90.00%
1,1,36.00%,1,0,0,1,1,90.40%
1,1,33.00%,1,0,0,1,1,55.10%
1,1,33.20%,1,0,0,1,1,54.00%
1,0,34.00%,0,1,0,1,0,94.80%
0,1,47.00%,1,0,0,0,0,69.70%
1,1,31.00%,1,0,0,1,1,65.30%
1,1,26.00%,1,0,0,1,1,95.50%
1,1,35.00%,1,0,0,1,1,80.10%
0,1,28.00%,1,0,0,1,1,73.80%
0,1,29.00%,1,0,0,1,1,71.70%
0,1,41.20%,1,0,0,1,0,100.10%
1,1,41.00%,1,0,1,1,1,90.00%
0,0,32.00%,1,0,0,1,0,80.00%
1,1,32.00%,1,0,0,1,1,80.00%
0,1,83.00%,1,0,0,0,1,72.90%
1,1,28.90%,1,0,0,1,1,80.20%
0,1,19.00%,1,0,0,1,1,75.30%
0,0,20.00%,1,0,0,1,0,79.30%
1,1,44.00%,1,0,1,1,1,80.00%
1,1,20.10%,0,1,0,1,1,87.50%
1,1,55.00%,1,0,0,1,1,57.50%
1,0,33.00%,0,1,0,1,0,81.30%
1,1,26.40%,1,0,0,1,0,79.70%
1,1,39.00%,1,0,0,1,0,94.70%
1,1,42.10%,1,0,0,1,1,77.20%
0,1,34.00%,1,0,0,1,1,80.10%
1,1,31.00%,0,1,0,0,1,95.20%
1,1,19.30%,1,0,0,1,0,67.70%
1,1,10.00%,1,0,0,1,1,71.40%
1,1,38.80%,1,0,0,1,1,80.70%
1,1,32.80%,1,0,1,1,0,95.10%
1,1,34.00%,1,0,0,1,1,92.00%
1,0,44.00%,1,0,1,1,0,80.00%
1,1,36.00%,1,0,0,1,1,60.00%
1,1,35.40%,1,0,0,1,1,79.20%
1,1,29.60%,1,0,0,1,1,90.20%
0,1,27.00%,1,0,0,1,1,74.00%
1,1,33.00%,1,0,0,1,1,90.80%
0,1,16.00%,1,0,0,0,1,51.70%
0,1,20.00%,1,0,0,0,1,80.10%
0,1,29.00%,1,0,1,1,1,80.00%
1,1,33.00%,1,0,0,0,1,80.00%
1,1,13.00%,1,0,0,1,1,50.00%
0,1,36.00%,1,0,0,1,1,89.90%
0,1,32.00%,1,0,0,1,1,80.00%
1,1,36.60%,1,0,0,1,1,79.80%
0,1,30.50%,0,1,0,1,1,99.80%
0,1,36.10%,1,0,0,1,1,87.90%
1,1,37.00%,1,0,0,1,1,72.00%
1,1,37.00%,0,1,0,1,0,75.30%
0,1,43.00%,1,0,0,0,0,88.80%
0,1,30.00%,1,0,0,0,1,64.30%
0,1,36.00%,1,0,0,1,1,71.40%
0,1,31.00%,1,0,0,1,1,85.70%
1,1,36.00%,1,0,0,1,1,89.90%
0,1,27.00%,1,0,0,0,1,34.10%
1,1,29.00%,1,0,0,1,1,70.30%
1,1,28.00%,1,0,1,1,1,71.40%
1,1,17.00%,1,0,0,1,1,31.20%
0,1,31.00%,1,0,0,1,1,79.70%
1,1,29.00%,1,0,0,1,1,50.00%
1,1,34.20%,1,0,0,1,1,76.90%
1,1,29.00%,1,0,1,1,1,80.00%
1,1,29.00%,1,0,0,1,1,37.70%
1,1,34.20%,1,0,0,1,1,90.00%
1,1,17.60%,1,0,0,1,1,77.50%
1,1,37.00%,1,0,0,0,1,75.10%
1,1,34.10%,1,0,0,1,1,90.00%
1,1,37.00%,1,0,0,1,1,79.80%
1,1,28.30%,1,0,0,0,1,59.60%
1,1,39.00%,1,0,1,1,1,90.00%
1,1,25.80%,1,0,0,1,1,80.00%
1,1,24.00%,1,0,0,1,1,183.30%
0,0,30.30%,0,1,0,1,0,95.50%
1,1,33.00%,1,0,0,1,1,80.00%
1,1,26.00%,1,0,0,0,1,99.50%
0,1,37.00%,1,0,0,1,1,80.00%
0,0,32.00%,1,0,0,1,0,90.30%
0,1,29.00%,1,0,0,0,1,74.70%
0,1,32.00%,1,0,0,0,1,85.00%
1,1,29.00%,1,0,0,1,1,94.40%
1,1,39.50%,1,0,0,1,1,74.70%
1,1,40.00%,1,0,1,1,1,111.40%
1,1,38.00%,1,0,0,1,1,72.10%
0,1,25.00%,1,0,1,0,1,87.10%
0,1,26.00%,1,0,0,0,1,55.60%
1,1,36.00%,1,0,0,1,1,80.00%
0,1,24.00%,1,0,0,1,1,79.80%
0,1,44.00%,1,0,0,1,1,50.00%
1,1,7.00%,1,0,0,1,0,78.00%
0,0,31.40%,1,0,1,1,0,95.20%
0,1,36.00%,1,0,0,1,1,80.20%
0,1,47.00%,1,0,0,0,0,90.00%
1,1,35.00%,1,0,0,1,1,80.00%
1,1,43.90%,1,0,0,0,1,80.20%
0,1,25.30%,1,0,0,0,1,70.00%
1,1,34.60%,1,0,0,1,1,80.00%
1,1,37.00%,1,0,0,1,1,58.10%
0,1,39.00%,1,0,0,0,1,90.60%
1,1,36.00%,1,0,0,1,1,65.90%
0,0,39.20%,0,1,0,1,0,90.20%
1,1,35.30%,1,0,1,0,1,66.70%
0,1,42.00%,1,0,0,1,1,83.10%
1,1,34.10%,1,0,0,1,1,90.30%
0,1,36.00%,1,0,0,0,1,64.90%
1,0,38.80%,0,1,0,1,0,90.10%
1,1,25.00%,1,0,1,1,1,67.10%
1,1,28.00%,1,0,0,1,1,79.80%
1,1,38.00%,1,0,0,1,1,128.90%
0,1,29.00%,1,0,1,1,1,90.50%
1,1,36.00%,1,0,0,1,1,92.50%
0,1,35.00%,1,0,0,1,1,90.00%
0,0,29.40%,0,1,0,0,1,79.40%
1,1,36.90%,1,0,0,1,1,79.50%
1,1,35.60%,1,0,0,1,1,79.60%
1,1,18.00%,0,1,0,1,1,100.40%
1,1,33.00%,1,0,0,1,1,46.80%
1,0,28.70%,0,1,0,0,0,79.70%
0,1,20.00%,1,0,0,1,1,100.00%
1,1,39.00%,1,0,0,1,1,80.10%
1,1,30.80%,1,0,0,1,1,80.00%
1,1,30.00%,1,0,0,0,1,52.90%
0,1,37.80%,1,0,0,0,1,89.90%
0,1,31.00%,1,0,0,1,1,72.10%
1,1,28.00%,1,0,0,1,1,76.00%
0,1,35.00%,1,0,0,1,1,100.00%
1,1,32.00%,1,0,0,0,0,95.20%
1,1,31.70%,1,0,0,1,1,90.00%
0,1,32.80%,1,0,0,0,1,80.30%
1,1,43.10%,1,0,0,1,1,67.20%
1,1,30.00%,0,1,0,1,0,90.40%
1,0,41.30%,1,0,1,1,0,109.40%
0,1,34.00%,1,0,0,0,1,80.20%
0,1,46.10%,1,0,0,0,1,79.80%
1,1,47.00%,1,0,0,1,1,65.10%
0,1,36.00%,1,0,0,0,1,76.00%
0,1,24.30%,1,0,0,1,1,58.70%
1,1,33.00%,1,0,0,1,1,52.30%
1,1,30.00%,1,0,1,1,1,80.00%
1,1,29.00%,1,0,0,1,1,63.60%
1,1,36.00%,1,0,0,1,1,63.10%
0,1,37.00%,1,0,0,0,1,85.20%
1,1,35.00%,1,0,0,1,1,67.50%
0,1,32.00%,1,0,0,0,1,90.00%
1,1,32.10%,1,0,0,1,1,80.00%
0,1,38.00%,0,1,0,1,1,78.70%
0,0,47.00%,1,0,0,1,1,75.00%
1,1,38.20%,1,0,0,1,1,79.90%
1,1,32.30%,1,0,0,1,1,74.80%
1,1,31.00%,1,0,0,1,1,75.00%
0,1,35.00%,1,0,0,1,1,86.00%
1,1,37.00%,1,0,0,1,1,90.10%
1,1,33.00%,1,0,0,1,1,89.90%
0,1,37.00%,1,0,0,1,1,90.20%
1,1,38.00%,0,1,0,1,1,91.50%
0,1,35.00%,1,0,0,0,1,80.20%
0,1,38.90%,1,0,0,1,0,64.50%
0,1,37.00%,1,0,0,1,1,93.10%
0,1,36.00%,1,0,0,0,1,80.00%
0,1,29.00%,1,0,1,0,1,90.00%
0,0,44.00%,0,1,0,0,0,90.40%
1,0,36.00%,1,0,0,1,0,94.80%
0,1,26.30%,1,0,0,1,1,80.00%
0,1,21.00%,1,0,0,1,1,78.90%
1,1,32.00%,1,0,0,1,1,88.10%
1,1,24.00%,1,0,0,1,0,89.90%
1,1,28.50%,1,0,0,1,1,81.60%
1,1,36.00%,1,0,0,1,1,47.10%
0,1,31.00%,1,0,0,0,1,70.00%
1,1,29.00%,1,0,0,1,1,67.60%
0,1,32.20%,1,0,0,1,1,79.30%
1,1,37.00%,1,0,0,1,1,14.90%
0,1,35.00%,1,0,0,0,1,74.70%
1,1,31.00%,1,0,0,1,0,89.70%
1,1,31.00%,1,0,0,1,1,68.60%
0,1,39.20%,1,0,1,0,0,95.60%
0,1,30.00%,0,1,0,1,1,94.80%
1,1,36.00%,1,0,0,1,1,64.90%
1,1,20.00%,1,0,0,1,1,85.50%
1,1,35.00%,1,0,0,1,1,70.00%
1,1,19.40%,1,0,0,1,1,79.30%
1,1,34.00%,1,0,0,1,1,58.30%
1,1,45.70%,1,0,0,1,1,75.70%
1,1,16.40%,1,0,0,1,1,32.40%
1,1,32.00%,1,0,0,1,1,74.40%
1,1,8.00%,1,0,0,1,1,73.70%
1,1,18.00%,1,0,0,1,1,32.30%
1,1,35.00%,1,0,0,1,1,73.30%
1,1,24.00%,1,0,0,1,1,78.30%
1,1,33.00%,1,0,0,0,1,90.30%
1,1,48.00%,1,0,0,1,0,88.30%
1,1,30.00%,1,0,0,1,1,80.00%
1,1,37.00%,1,0,0,1,1,80.10%
1,1,28.10%,1,0,0,1,1,72.70%
1,1,32.00%,1,0,0,1,1,56.40%
1,1,11.40%,1,0,0,1,1,80.30%
1,1,29.00%,1,0,0,1,1,80.00%
1,1,41.00%,1,0,0,1,1,90.20%
1,1,33.00%,1,0,0,1,1,29.60%
1,1,51.00%,1,0,0,1,1,80.00%
0,1,34.00%,1,0,0,1,1,90.10%
1,1,33.40%,1,0,0,1,1,89.90%
1,1,38.00%,1,0,0,1,1,89.80%
1,1,35.00%,1,0,0,1,1,91.70%
0,1,20.60%,1,0,0,1,1,57.70%
0,1,34.50%,1,0,0,1,1,90.40%
0,1,33.00%,1,0,0,1,1,65.40%
1,1,26.00%,1,0,0,0,1,92.00%
0,1,34.00%,1,0,0,0,1,64.40%
0,1,30.00%,1,0,0,1,1,90.00%
1,1,19.00%,1,0,0,1,1,36.10%
1,1,34.30%,1,0,1,1,1,90.00%
1,1,35.20%,1,0,0,1,1,65.20%
0,1,50.00%,0,1,0,1,1,93.90%
1,1,32.00%,1,0,0,1,1,66.90%
1,1,57.00%,1,0,0,1,0,86.10%
1,1,38.10%,1,0,0,1,1,79.90%
0,1,27.60%,0,1,0,0,1,100.00%
1,1,37.50%,1,0,0,1,1,80.00%
1,1,38.00%,1,0,0,1,1,63.60%
0,1,24.00%,1,0,0,0,1,80.00%
1,1,39.90%,1,0,0,1,1,36.20%
1,1,13.00%,1,0,0,1,1,70.30%
1,1,38.20%,0,1,0,1,1,80.00%
1,1,41.00%,1,0,0,1,1,80.00%
0,1,42.00%,1,0,0,0,1,80.00%
1,1,36.30%,1,0,0,1,1,54.00%
1,1,36.60%,1,0,0,0,1,80.00%
1,1,38.00%,1,0,0,1,1,91.90%
0,1,35.00%,1,0,0,1,0,80.00%
1,1,24.60%,1,0,0,1,1,69.80%
1,1,35.00%,1,0,0,0,1,90.10%
1,0,36.70%,1,0,0,1,1,80.00%
0,0,34.00%,1,0,0,1,1,100.00%
1,0,41.70%,0,1,0,1,0,75.00%
1,0,31.00%,0,1,0,1,1,90.10%
1,1,33.40%,1,0,0,1,1,60.00%
1,1,31.00%,1,0,0,1,1,77.40%
1,1,35.40%,0,1,0,1,1,82.30%
0,1,36.00%,1,0,0,0,1,78.50%
1,1,38.20%,0,1,0,0,1,90.40%
1,1,49.00%,1,0,0,1,1,80.00%
0,1,25.00%,1,0,0,0,1,80.30%
1,1,15.60%,1,0,0,1,1,49.80%
1,1,32.10%,1,0,0,1,1,94.50%
1,1,27.00%,1,0,0,1,1,79.80%
1,1,32.00%,1,0,0,1,1,75.10%
0,1,30.80%,0,1,0,1,1,80.60%
1,1,36.00%,1,0,0,1,1,89.80%
1,1,36.00%,1,0,0,1,1,80.00%
1,1,34.00%,1,0,0,0,0,61.10%
0,1,33.80%,1,0,0,0,1,90.50%
0,1,38.90%,0,1,0,0,1,96.70%
1,1,35.80%,1,0,0,1,1,70.30%
1,0,31.40%,1,0,0,1,1,95.40%
0,1,22.00%,1,0,0,0,1,90.20%
1,1,21.00%,1,0,0,1,1,75.00%
0,1,28.00%,1,0,0,0,1,67.30%
1,1,31.70%,1,0,0,1,1,60.80%
1,1,34.00%,0,1,0,1,0,79.90%
0,1,39.00%,1,0,0,1,1,90.00%
0,1,33.00%,1,0,0,1,1,67.10%
1,0,36.00%,1,0,0,1,0,80.00%
0,1,31.00%,0,1,0,1,1,89.90%
1,1,27.80%,1,0,0,1,1,31.90%
1,1,39.00%,1,0,0,1,1,80.00%
1,1,19.00%,1,0,0,1,1,64.50%
0,1,38.40%,1,0,0,1,1,91.90%
1,1,17.80%,1,0,0,1,1,69.20%
1,1,20.00%,1,0,0,1,1,77.80%
1,1,43.00%,1,0,0,1,1,89.10%
1,1,30.30%,1,0,0,1,1,51.60%
1,1,36.00%,1,0,0,1,1,83.30%
1,1,27.80%,1,0,0,1,1,62.50%
1,1,36.40%,1,0,0,1,1,80.00%
1,1,27.00%,1,0,0,1,1,80.00%
0,0,35.50%,1,0,1,0,0,162.60%
0,1,28.80%,1,0,0,0,1,60.90%
1,1,38.00%,0,1,0,1,0,93.50%
0,1,35.00%,1,0,0,0,0,75.40%
1,1,26.00%,1,0,0,0,1,78.30%
0,1,32.00%,1,0,1,0,1,90.70%
1,1,31.00%,1,0,0,1,1,75.20%
0,1,31.10%,1,0,0,0,1,73.20%
1,1,25.00%,1,0,0,1,1,80.00%
0,1,25.40%,1,0,0,1,1,88.20%
1,1,34.00%,1,0,0,1,1,89.80%
1,1,34.80%,1,0,0,1,1,79.60%
1,1,37.00%,1,0,0,1,1,64.90%
1,1,34.40%,1,0,0,1,1,94.90%
0,1,27.00%,1,0,0,1,1,89.80%
1,1,31.30%,1,0,0,1,1,55.30%
1,1,35.90%,1,0,0,1,1,85.10%
1,0,32.00%,0,1,0,1,0,95.00%
1,1,34.70%,1,0,0,1,1,52.30%
1,1,25.00%,1,0,0,1,1,80.00%
0,1,22.00%,1,0,0,1,1,80.10%
1,1,38.00%,1,0,0,1,1,90.30%
1,1,35.90%,0,1,0,1,1,80.00%
1,1,39.90%,1,0,0,1,1,45.70%
1,1,40.00%,1,0,0,1,1,89.90%
1,1,28.00%,1,0,0,1,1,85.80%
1,1,57.70%,1,0,0,1,1,80.00%
0,1,36.00%,1,0,0,1,1,80.00%
1,1,28.20%,1,0,0,1,1,50.00%
1,0,28.00%,1,0,0,0,0,69.50%
1,1,45.00%,1,0,0,0,1,74.30%
0,1,39.00%,1,0,0,0,1,89.90%
0,1,23.00%,1,0,0,1,1,81.00%
1,1,38.00%,1,0,0,1,1,48.20%
0,1,28.00%,1,0,0,0,1,70.80%
1,1,40.00%,1,0,0,1,1,91.30%
1,1,17.00%,1,0,0,1,1,52.10%
0,1,31.90%,1,0,0,1,1,80.00%
1,1,37.00%,1,0,1,1,0,69.80%
0,1,30.60%,1,0,0,0,1,64.00%
1,1,25.00%,1,0,0,1,1,80.00%
1,1,34.50%,1,0,1,0,1,60.10%
1,1,42.00%,1,0,0,1,1,65.50%
1,1,27.60%,1,0,1,1,1,75.00%
1,1,20.00%,1,0,0,1,1,90.00%
1,0,29.20%,1,0,0,1,0,89.30%
1,1,14.00%,1,0,0,1,1,100.00%
1,1,39.00%,1,0,0,1,1,80.00%
0,1,33.00%,1,0,0,0,1,80.20%
1,1,30.40%,1,0,0,1,1,66.70%
0,1,19.20%,1,0,0,0,1,89.70%
0,1,31.10%,1,0,0,0,1,80.30%
0,1,36.00%,1,0,0,1,1,72.50%
1,1,39.00%,1,0,1,1,1,80.10%
0,1,30.10%,1,0,0,0,1,32.00%
0,0,48.00%,1,0,0,1,0,80.00%
1,1,38.90%,0,1,0,1,1,80.00%
1,1,29.30%,1,0,0,1,1,80.00%
1,1,32.00%,1,0,0,0,1,87.40%
1,1,69.20%,1,0,0,1,1,79.40%
1,1,31.50%,0,1,0,1,1,90.10%
1,1,35.00%,1,0,0,1,1,80.00%
